name,link,desc,lang,star,fork,updatedAt
"3394772548 / yue-spider","https://github.com/3394772548/yue-spider","手机淘宝App 闲鱼App 相关爬虫 学习测试","Go","62","22","2019-08-31T12:55:18Z"
"ipfspics / ipfspics-server","https://github.com/ipfspics/ipfspics-server","Content-addressable, peer-to-peer method of storing and sharing images on the internet.","PHP","1027","110","2018-11-09T19:10:46Z"
"budtmo / docker-android","https://github.com/budtmo/docker-android","Android in docker solution with noVNC supported and video recording","Shell","1794","386","2020-01-07T09:07:49Z"
"EtherDream / jsproxy","https://github.com/EtherDream/jsproxy","","Shell","7039","2097","2020-01-01T00:16:45Z"
"hightman / scws","https://github.com/hightman/scws","开源免费的简易中文分词系统，PHP分词的上乘之选！","PHP","1431","328","2016-04-28T17:48:13Z"
"fukuball / jieba-php","https://github.com/fukuball/jieba-php","""結巴""中文分詞：做最好的 PHP 中文分詞、中文斷詞組件。 / ""Jieba"" (Chinese for ""to stutter"") Chinese text segmentation: built to be the best PHP Chinese word segmentation module.","PHP","910","195","2019-11-16T18:32:10Z"
"dingo / api","https://github.com/dingo/api","A RESTful API package for the Laravel and Lumen frameworks.","PHP","8736","1215","2020-01-06T12:32:27Z"
"cloudflare / wrangler","https://github.com/cloudflare/wrangler","🤠 wrangle your cloudflare workers","Rust","1039","134","2020-01-08T21:16:56Z"
"iptv-org / iptv","https://github.com/iptv-org/iptv","Collection of 8000+ publicly available IPTV channels from all over the world","JavaScript","12247","1620","2020-01-09T06:10:29Z"
"MustangYM / WeChatExtension-ForMac","https://github.com/MustangYM/WeChatExtension-ForMac","Mac版微信的功能拓展","Objective-C","3599","595","2020-01-05T13:44:35Z"
"Sunnyyoung / WeChatTweak-macOS","https://github.com/Sunnyyoung/WeChatTweak-macOS","A dynamic library tweak for WeChat macOS - 首款微信 macOS 客户端撤回拦截与多开","Objective-C","4435","587","2019-12-27T04:16:29Z"
"swisspol / GCDWebServer","https://github.com/swisspol/GCDWebServer","The #1 HTTP server for iOS, macOS & tvOS (also includes web based uploader & WebDAV server)","Objective-C","5205","852","2019-12-29T21:14:41Z"
"lework / RedisDesktopManager-Windows","https://github.com/lework/RedisDesktopManager-Windows","RedisDesktopManager Windows版本","","252","38","2019-11-23T10:04:51Z"
"socketio / socket.io","https://github.com/socketio/socket.io","Realtime application framework (Node.JS server)","JavaScript","48489","8848","2020-01-04T06:27:25Z"
"alibaba / nacos","https://github.com/alibaba/nacos","an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.","Java","10118","2825","2020-01-09T11:13:51Z"
"silenceper / wechat","https://github.com/silenceper/wechat","WeChat SDK for Go （微信SDK：简单、易用）","Go","1702","403","2020-01-08T06:54:59Z"
"Chevereto / Chevereto-Free","https://github.com/Chevereto/Chevereto-Free","Open source image hosting software","PHP","1299","193","2019-10-16T11:36:59Z"
"rclone / rclone","https://github.com/rclone/rclone","""rsync for cloud storage"" - Google Drive, Amazon Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Cloudfiles, Google Cloud Storage, Yandex Files","Go","18246","1428","2020-01-09T12:35:26Z"
"donwa / oneindex","https://github.com/donwa/oneindex","Onedrive Directory Index","PHP","3655","1526","2019-10-29T15:41:17Z"
"donwa / goindex","https://github.com/donwa/goindex","Google Drive Directory Index","JavaScript","703","238","2020-01-07T10:34:14Z"
"ZE3kr / Cloudflare-CNAME-Setup","https://github.com/ZE3kr/Cloudflare-CNAME-Setup","Cloudflare Partner Panel","PHP","738","227","2019-10-06T05:46:37Z"
"salesagility / SuiteCRM","https://github.com/salesagility/SuiteCRM","SuiteCRM - Open source CRM for the world","PHP","1849","1197","2020-01-09T11:47:38Z"
"bestaone / HiAuth","https://github.com/bestaone/HiAuth","HiAuth是一个开源的基于Oauth2协议的认证、授权系统。","Vue","198","84","2019-05-21T11:28:39Z"
"TruthHun / BookStack","https://github.com/TruthHun/BookStack","BookStack，基于MinDoc，使用Beego开发的在线文档管理系统，功能类似Gitbook和看云。","Go","1413","354","2020-01-07T14:35:52Z"
"mermaid-js / mermaid","https://github.com/mermaid-js/mermaid","Generation of diagram and flowchart from text in a similar manner as markdown","JavaScript","27559","1738","2020-01-09T08:44:07Z"
"crazy-max / docker-jetbrains-license-server","https://github.com/crazy-max/docker-jetbrains-license-server","🐳 JetBrains License Server Docker image","Dockerfile","380","110","2019-12-07T15:09:49Z"
"ChenSee / ChenPay","https://github.com/ChenSee/ChenPay","Composer 免签约支付宝与微信，直接到个人账户，持续维护，PHP实现免签约支付接口，判断订单号与备注，自带监听。","PHP","363","143","2019-10-09T06:14:47Z"
"yifeikong / reverse-interview-zh","https://github.com/yifeikong/reverse-interview-zh","技术面试最后反问面试官的话","","5187","411","2019-10-23T08:48:56Z"
"wemake-services / caddy-gen","https://github.com/wemake-services/caddy-gen","Automated Caddy reverse proxy for docker containers","Dockerfile","83","15","2019-12-28T07:28:23Z"
"changkun / go-under-the-hood","https://github.com/changkun/go-under-the-hood","📚 Go Under The Hood: A Source Code Study of Go (1.14, WIP)","Go","1353","141","2020-01-09T09:41:10Z"
"fightforthefuture / digital-climate-strike","https://github.com/fightforthefuture/digital-climate-strike","Repository for Digital #ClimateStrike widget: https://digital.globalclimatestrike.net/","JavaScript","65","24","2019-12-29T21:39:59Z"
"MacDownApp / macdown","https://github.com/MacDownApp/macdown","Open source Markdown editor for macOS.","Rich Text Format","8112","987","2020-01-07T03:50:12Z"
"sindresorhus / github-markdown-css","https://github.com/sindresorhus/github-markdown-css","The minimal amount of CSS to replicate the GitHub Markdown style","HTML","4309","1155","2019-12-18T13:17:48Z"
"vapor / vapor","https://github.com/vapor/vapor","💧 A server-side Swift web framework.","Swift","17875","1058","2020-01-05T09:47:05Z"
"tp4a / teleport","https://github.com/tp4a/teleport","Teleport是一款简单易用的堡垒机系统。","Python","516","186","2019-12-22T21:51:35Z"
"mritd / dockerfile","https://github.com/mritd/dockerfile","some personally made dockerfile","Dockerfile","1691","576","2020-01-08T08:50:02Z"
"shadowsocks / v2ray-plugin","https://github.com/shadowsocks/v2ray-plugin","A SIP003 plugin based on v2ray","Go","1236","250","2020-01-02T13:31:37Z"
"Neilpang / nginx-proxy","https://github.com/Neilpang/nginx-proxy","nginx proxy with free ssl cert by acme.sh","Shell","25","12","2019-07-02T12:53:38Z"
"Requarks / wiki","https://github.com/Requarks/wiki","Wiki.js | A modern, lightweight and powerful wiki app built on Node.js","Vue","6270","843","2020-01-06T18:34:32Z"
"feiskyer / kubernetes-handbook","https://github.com/feiskyer/kubernetes-handbook","Kubernetes Handbook （Kubernetes指南） https://kubernetes.feisky.xyz","Makefile","3388","935","2020-01-08T10:42:12Z"
"zlkbdotnet / zfaka","https://github.com/zlkbdotnet/zfaka","免费、安全、稳定、高效的发卡系统，值得拥有!","HTML","1583","572","2019-12-16T03:20:52Z"
"DocsHome / nginx-docs","https://github.com/DocsHome/nginx-docs","Nginx document. Nginx 中文文档","","641","141","2019-12-28T16:36:21Z"
"oopsguy / m3u8","https://github.com/oopsguy/m3u8","A mini M3U8 downloader written in Golang for downloading and merging TS(Transport Stream) files. 一个迷你 M3U8 视频下载工具。","Go","31","11","2019-06-30T11:23:07Z"
"rakyll / hey","https://github.com/rakyll/hey","HTTP load generator, ApacheBench (ab) replacement, formerly known as rakyll/boom","Go","7351","566","2020-01-08T10:30:53Z"
"bchiang7 / v4","https://github.com/bchiang7/v4","Fourth iteration of my personal website","JavaScript","557","261","2020-01-06T09:20:44Z"
"damcclean / systatic","https://github.com/damcclean/systatic","Static Site Generator built on components from the Laravel framework","PHP","26","2","2019-11-01T22:31:57Z"
"rs / xid","https://github.com/rs/xid","xid is a globally unique id generator thought for the web","Go","1410","103","2019-12-08T09:00:43Z"
"librespeed / speedtest","https://github.com/librespeed/speedtest","Self-hosted Speedtest for HTML5 and more. Easy setup, examples, configurable, mobile friendly. Supports PHP, Node, Multiple servers, and more","HTML","3051","823","2019-12-19T15:18:34Z"
"iovxw / rssbot","https://github.com/iovxw/rssbot","中文 Telegram RSS 机器人","Rust","628","85","2019-03-29T17:35:33Z"
"haxpax / gosms","https://github.com/haxpax/gosms","📪 Your own local SMS gateway in Go","Go","1260","127","2017-07-07T11:45:17Z"
"skevy / graphiql-app","https://github.com/skevy/graphiql-app","Light, Electron-based Wrapper around GraphiQL","JavaScript","2206","245","2019-11-01T21:52:56Z"
"ansible / ansible","https://github.com/ansible/ansible","Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications — automat…","Python","41242","17918","2020-01-09T12:32:09Z"
"gocolly / colly","https://github.com/gocolly/colly","Elegant Scraper and Crawler Framework for Golang","Go","9763","805","2020-01-04T11:32:46Z"
"spatie / checklist-going-live","https://github.com/spatie/checklist-going-live","The checklist that is used when a project is going live","","1216","154","2019-03-04T09:57:04Z"
"spatie / crawler","https://github.com/spatie/crawler","An easy to use, powerful crawler implemented in PHP. Can execute Javascript.","PHP","1386","204","2019-11-23T19:49:19Z"
"sdras / awesome-actions","https://github.com/sdras/awesome-actions","A curated list of awesome actions to use on GitHub","","7344","398","2020-01-09T02:14:09Z"
"gongfuxiang / shopxo","https://github.com/gongfuxiang/shopxo","ShopXO免费开源商城系统、国内领先企业级B2C免费开源电商系统，包含PC、h5、微信小程序、支付宝小程序、百度小程序、头条&抖音小程序、QQ小程序，遵循Apache2开源协议发布、基于ThinkPHP5.1框架研发","PHP","851","324","2020-01-09T10:29:46Z"
"hellofresh / janus","https://github.com/hellofresh/janus","An API Gateway written in Go","Go","1944","245","2019-12-20T13:02:42Z"
"Kong / kong","https://github.com/Kong/kong","🦍 The Cloud-Native API Gateway","Lua","24553","3117","2020-01-09T11:58:22Z"
"fagongzi / manba","https://github.com/fagongzi/manba","An HTTP API Gateway","Go","2264","579","2019-12-28T12:35:04Z"
"flynn / flynn","https://github.com/flynn/flynn","A next generation open source platform as a service (PaaS)","Go","7447","549","2020-01-08T19:04:01Z"
"ijry / uniadmin","https://github.com/ijry/uniadmin","UniAdmin是一套渐进式模块化开源后台，采用前后端分离技术，数据交互采用json格式，功能低耦合高内聚；核心模块支持系统设置、权限管理、用户管理、菜单管理、API管理等功能，后期上线模块商城将打造类似composer、npm的开放式插件市场；同时我们将打造一套兼容性的API标准，从ThinkPHP5.1+Vue2开始，逐步吸引爱好者共同加入，以覆盖larval、spring-boot、d…","PHP","187","48","2020-01-08T03:58:18Z"
"lifei6671 / mindoc","https://github.com/lifei6671/mindoc","Golang实现的基于beego框架的接口在线文档管理系统","Go","3588","1016","2019-09-29T07:52:22Z"
"eolinker / goku-api-gateway","https://github.com/eolinker/goku-api-gateway","A Powerful HTTP API Gateway in pure golang！Goku API Gateway （中文名：悟空 API 网关）是一个基于 Golang开发的微服务网关，能够实现高性能 HTTP API 转发、服务编排、多租户管理、API 访问权限控制等目的，拥有强大的自定义插件系统可以自行扩展，并且提供友好的图形化配置界面，能够快速帮助企业进行 API 服务治理、提高…","Go","1632","355","2019-11-28T14:56:55Z"
"aimerforreimu / auxpi","https://github.com/aimerforreimu/auxpi","🍭 集合多家 API 的新一代图床","Go","2080","258","2019-09-24T12:55:42Z"
"appium / appium","https://github.com/appium/appium","📱 Automation for iOS, Android, and Windows Apps.","JavaScript","10757","4340","2020-01-08T23:15:49Z"
"chrislusf / seaweedfs","https://github.com/chrislusf/seaweedfs","SeaweedFS is a simple and highly scalable distributed file system, to store and serve billions of files fast! SeaweedFS implements an object store with O(1) disk seek, transparent cloud integration…","Go","9033","1206","2020-01-09T06:10:16Z"
"jae-jae / QueryList","https://github.com/jae-jae/QueryList","🕷 The progressive PHP crawler framework! 优雅的渐进式PHP采集框架。","PHP","1889","331","2019-05-31T04:40:58Z"
"blueset / ehForwarderBot","https://github.com/blueset/ehForwarderBot","An extensible message tunneling chat bot framework. Delivers messages to and from multiple platforms and remotely control your accounts.","Python","1930","205","2020-01-08T18:50:07Z"
"Urinx / WeixinBot","https://github.com/Urinx/WeixinBot","网页版微信API，包含终端版微信及微信机器人","Python","6524","1914","2019-11-27T08:44:08Z"
"gengchen528 / wechat-assistant","https://github.com/gengchen528/wechat-assistant","koa+wechaty实现的微信个人秘书，把你闲置的微信号利用起来做个个人秘书","JavaScript","231","63","2019-12-26T11:37:00Z"
"chyroc / WechatSogou","https://github.com/chyroc/WechatSogou","基于搜狗微信搜索的微信公众号爬虫接口","Python","4247","1356","2019-10-23T01:11:47Z"
"richardchien / coolq-http-api","https://github.com/richardchien/coolq-http-api","CoolQ 插件实现通过 HTTP 上报事件信息及调用接口","C++","1009","149","2020-01-06T05:32:08Z"
"sourcegraph / checkup","https://github.com/sourcegraph/checkup","Distributed, lock-free, self-hosted health checks and status pages","Go","2775","207","2019-12-12T13:40:53Z"
